regime,trades,pnl_per_trade,win_rate,pnl_per_notional,fee_pct
Greed,28831,98.58853363572146,0.6914085532933301,0.014260889486519624,0.000200180637766401
Neutral,2214,-61.45367567606603,0.565943992773261,-0.0145386056347238,0.00040103690600702994
Fear,57767,-31.32654517384365,0.5821489777900878,-0.005987572196854363,0.0002060543506789741
